encoder,depth,n_probes,budgeted,recall,recall_stderr,scan_mean,scan_p50,scan_p95,scan_max,n_ranges
hilbert-rp2-s2-b30,5,8,0,0.015,0.0028,0.0078,0.00775,0.00926,0.01025,2.92
hilbert-rp2-s2-b30,5,16,0,0.0345,0.0046,0.01543,0.0155,0.01725,0.0195,4.04
hilbert-rp2-s2-b30,5,32,0,0.072,0.0069,0.03125,0.03125,0.03338,0.03463,5.75
hilbert-rp2-s2-b30,5,64,0,0.134,0.0098,0.06274,0.06288,0.06525,0.0665,7.43
hilbert-rp2-s2-b30,5,40,1,0.012,0.0026,0.005,0.005,0.005,0.005,2.59
hilbert-rp2-s2-b30,5,80,1,0.022,0.0036,0.01,0.01,0.01,0.01,3.5
hilbert-rp2-s2-b30,5,160,1,0.045,0.0053,0.02,0.02,0.02,0.02,4.63
hilbert-rp2-s2-b30,5,400,1,0.1125,0.0088,0.05,0.05,0.05,0.05,7.03
hilbert-rp2-s2-b30,6,1,0,0.001,0.0007,0.00024,0.00025,0.0005,0.00075,1.0
hilbert-rp2-s2-b30,6,2,0,0.0015,0.0009,0.00046,0.00038,0.00088,0.00112,1.48
hilbert-rp2-s2-b30,6,4,0,0.004,0.0014,0.00091,0.00088,0.0015,0.00187,2.12
hilbert-rp2-s2-b30,6,8,0,0.0055,0.0016,0.00187,0.00187,0.00276,0.00337,2.94
hilbert-rp2-s2-b30,6,16,0,0.0095,0.0022,0.00391,0.00387,0.00513,0.0065,4.29
hilbert-rp2-s2-b30,6,32,0,0.016,0.0029,0.0078,0.00775,0.00913,0.01038,6.12
hilbert-rp2-s2-b30,6,64,0,0.0355,0.0045,0.01547,0.0155,0.01713,0.01937,8.08
hilbert-rp2-s2-b30,6,40,1,0.011,0.0025,0.005,0.005,0.005,0.005,6.54
hilbert-rp2-s2-b30,6,80,1,0.0215,0.0035,0.01,0.01,0.01,0.01,10.38
hilbert-rp2-s2-b30,6,160,1,0.042,0.005,0.02,0.02,0.02,0.02,17.55
hilbert-rp2-s2-b30,6,400,1,0.113,0.0089,0.05,0.05,0.05,0.05,36.09
hilbert-rp2-s2-b30,7,1,0,0.0005,0.0005,6e-05,0.0,0.00025,0.00038,1.0
hilbert-rp2-s2-b30,7,2,0,0.0005,0.0005,0.00013,0.00013,0.00038,0.00063,1.54
hilbert-rp2-s2-b30,7,4,0,0.001,0.0007,0.00023,0.00025,0.00051,0.00075,2.12
hilbert-rp2-s2-b30,7,8,0,0.002,0.001,0.00046,0.00038,0.00088,0.00112,3.03
hilbert-rp2-s2-b30,7,16,0,0.004,0.0014,0.00092,0.00088,0.0015,0.00187,4.4
hilbert-rp2-s2-b30,7,32,0,0.006,0.0017,0.00191,0.00194,0.00263,0.00325,6.2
hilbert-rp2-s2-b30,7,64,0,0.0095,0.0024,0.00389,0.00387,0.005,0.00575,8.61
hilbert-rp2-s2-b30,7,40,1,0.011,0.0025,0.005,0.005,0.005,0.005,21.0
hilbert-rp2-s2-b30,7,80,1,0.021,0.0035,0.01,0.01,0.01,0.01,41.09
hilbert-rp2-s2-b30,7,160,1,0.035,0.0044,0.01552,0.01562,0.01738,0.01887,62.76
hilbert-rp2-s2-b30,7,400,1,0.035,0.0044,0.01552,0.01562,0.01738,0.01887,62.76
hilbert-rp2-s2-b30,8,1,0,0.0005,0.0005,2e-05,0.0,0.00013,0.00013,1.0
hilbert-rp2-s2-b30,8,2,0,0.0005,0.0005,3e-05,0.0,0.00013,0.00025,1.52
hilbert-rp2-s2-b30,8,4,0,0.0005,0.0005,7e-05,0.0,0.00025,0.00038,2.15
hilbert-rp2-s2-b30,8,8,0,0.0005,0.0005,0.00013,0.00013,0.00038,0.00038,3.0
hilbert-rp2-s2-b30,8,16,0,0.001,0.0007,0.00023,0.00025,0.0005,0.00075,4.42
hilbert-rp2-s2-b30,8,32,0,0.002,0.001,0.00045,0.00038,0.00088,0.00112,6.28
hilbert-rp2-s2-b30,8,64,0,0.003,0.0012,0.00092,0.00088,0.0015,0.00175,8.78
hilbert-rp2-s2-b30,8,40,1,0.009,0.0024,0.00387,0.00387,0.005,0.005,26.07
hilbert-rp2-s2-b30,8,80,1,0.009,0.0024,0.00389,0.00387,0.005,0.00588,26.16
hilbert-rp2-s2-b30,8,160,1,0.009,0.0024,0.00389,0.00387,0.005,0.00588,26.16
hilbert-rp2-s2-b30,8,400,1,0.009,0.0024,0.00389,0.00387,0.005,0.00588,26.16
hilbert-rp2-s2-b30,10,1,0,0.0005,0.0005,0.0,0.0,0.0,0.00013,1.0
hilbert-rp2-s2-b30,10,2,0,0.0005,0.0005,0.0,0.0,0.0,0.00013,1.47
hilbert-rp2-s2-b30,10,4,0,0.0005,0.0005,1e-05,0.0,0.0,0.00013,2.29
hilbert-rp2-s2-b30,10,8,0,0.0005,0.0005,1e-05,0.0,0.00013,0.00013,3.0
hilbert-rp2-s2-b30,10,16,0,0.0005,0.0005,2e-05,0.0,0.00013,0.00013,4.33
hilbert-rp2-s2-b30,10,32,0,0.0005,0.0005,4e-05,0.0,0.00013,0.00025,6.47
hilbert-rp2-s2-b30,10,64,0,0.0005,0.0005,6e-05,0.0,0.00025,0.00038,8.98
hilbert-rp2-s2-b30,10,40,1,0.0005,0.0005,0.00024,0.00025,0.0005,0.00075,1.93
hilbert-rp2-s2-b30,10,80,1,0.0005,0.0005,0.00024,0.00025,0.0005,0.00075,1.93
hilbert-rp2-s2-b30,10,160,1,0.0005,0.0005,0.00024,0.00025,0.0005,0.00075,1.93
hilbert-rp2-s2-b30,10,400,1,0.0005,0.0005,0.00024,0.00025,0.0005,0.00075,1.93
hilbert-rp2-s3-b30,2,1,0,0.1295,0.0113,0.0625,0.06275,0.07312,0.07312,1.0
hilbert-rp2-s3-b30,2,2,0,0.2465,0.0141,0.12511,0.12675,0.13775,0.13775,1.36
hilbert-rp2-s3-b30,2,4,0,0.4225,0.0166,0.2512,0.25275,0.26112,0.263,1.65
hilbert-rp2-s3-b30,2,8,0,0.6905,0.0158,0.50163,0.50013,0.51062,0.51387,2.13
hilbert-rp2-s3-b30,2,16,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-rp2-s3-b30,2,32,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-rp2-s3-b30,2,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-rp2-s3-b30,2,40,1,0.009,0.002,0.005,0.005,0.005,0.005,1.0
hilbert-rp2-s3-b30,2,80,1,0.0215,0.0033,0.01,0.01,0.01,0.01,1.0
hilbert-rp2-s3-b30,2,160,1,0.0355,0.0045,0.02,0.02,0.02,0.02,1.0
hilbert-rp2-s3-b30,2,400,1,0.0965,0.0087,0.05,0.05,0.05,0.05,1.0
hilbert-rp2-s3-b30,3,1,0,0.0385,0.0055,0.01562,0.0155,0.01763,0.02262,1.0
hilbert-rp2-s3-b30,3,2,0,0.073,0.0077,0.03127,0.03125,0.03475,0.04038,1.41
hilbert-rp2-s3-b30,3,4,0,0.1315,0.0101,0.06239,0.06275,0.06763,0.07312,1.9
hilbert-rp2-s3-b30,3,8,0,0.2465,0.0137,0.12483,0.12525,0.13301,0.13775,2.58
hilbert-rp2-s3-b30,3,16,0,0.4355,0.0168,0.25086,0.252,0.26115,0.26375,3.21
hilbert-rp2-s3-b30,3,32,0,0.714,0.015,0.50228,0.50362,0.51075,0.51375,4.23
hilbert-rp2-s3-b30,3,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-rp2-s3-b30,3,40,1,0.0095,0.0022,0.005,0.005,0.005,0.005,1.0
hilbert-rp2-s3-b30,3,80,1,0.021,0.0031,0.01,0.01,0.01,0.01,1.0
hilbert-rp2-s3-b30,3,160,1,0.0485,0.006,0.02,0.02,0.02,0.02,1.41
hilbert-rp2-s3-b30,3,400,1,0.1035,0.0091,0.05,0.05,0.05,0.05,1.86
hilbert-rp2-s3-b30,4,1,0,0.012,0.0033,0.00393,0.004,0.005,0.00662,1.0
hilbert-rp2-s3-b30,4,2,0,0.0185,0.0042,0.00779,0.00788,0.00937,0.01225,1.46
hilbert-rp2-s3-b30,4,4,0,0.036,0.0054,0.01558,0.01562,0.018,0.02262,2.04
hilbert-rp2-s3-b30,4,8,0,0.066,0.0066,0.03117,0.03112,0.03501,0.03975,2.83
hilbert-rp2-s3-b30,4,16,0,0.132,0.0102,0.06236,0.06219,0.06875,0.07312,3.85
hilbert-rp2-s3-b30,4,32,0,0.249,0.0134,0.1252,0.12512,0.13363,0.13762,5.32
hilbert-rp2-s3-b30,4,64,0,0.443,0.0165,0.25107,0.25219,0.26188,0.26512,6.41
hilbert-rp2-s3-b30,4,40,1,0.0115,0.0025,0.005,0.005,0.005,0.005,1.41
hilbert-rp2-s3-b30,4,80,1,0.0225,0.0044,0.01,0.01,0.01,0.01,1.9
hilbert-rp2-s3-b30,4,160,1,0.043,0.0057,0.02,0.02,0.02,0.02,2.4
hilbert-rp2-s3-b30,4,400,1,0.108,0.0089,0.05,0.05,0.05,0.05,3.67
hilbert-rp2-s3-b30,5,1,0,0.0045,0.0019,0.00099,0.001,0.00162,0.002,1.0
hilbert-rp2-s3-b30,5,2,0,0.005,0.0023,0.00195,0.00187,0.00275,0.00337,1.46
hilbert-rp2-s3-b30,5,4,0,0.009,0.003,0.0039,0.00387,0.00525,0.0065,2.14
hilbert-rp2-s3-b30,5,8,0,0.0165,0.0039,0.00782,0.00762,0.00939,0.01238,2.98
hilbert-rp2-s3-b30,5,16,0,0.034,0.0053,0.01562,0.0155,0.01813,0.02175,4.27
hilbert-rp2-s3-b30,5,32,0,0.0665,0.0069,0.03115,0.03125,0.03502,0.03988,5.83
hilbert-rp2-s3-b30,5,64,0,0.131,0.0104,0.06241,0.06275,0.06838,0.07275,7.77
hilbert-rp2-s3-b30,5,40,1,0.013,0.0033,0.005,0.005,0.005,0.005,2.58
hilbert-rp2-s3-b30,5,80,1,0.0215,0.0043,0.01,0.01,0.01,0.01,3.55
hilbert-rp2-s3-b30,5,160,1,0.04,0.0055,0.02,0.02,0.02,0.02,4.81
hilbert-rp2-s3-b30,5,400,1,0.111,0.009,0.05,0.05,0.05,0.05,7.07
hilbert-rp2-s3-b30,6,1,0,0.0015,0.0009,0.00023,0.00025,0.0005,0.00088,1.0
hilbert-rp2-s3-b30,6,2,0,0.0025,0.0011,0.00047,0.0005,0.001,0.00125,1.46
hilbert-rp2-s3-b30,6,4,0,0.0045,0.0019,0.00094,0.00088,0.00162,0.002,2.02
hilbert-rp2-s3-b30,6,8,0,0.0065,0.0025,0.00189,0.00187,0.00275,0.00325,2.92
hilbert-rp2-s3-b30,6,16,0,0.0085,0.003,0.00389,0.00387,0.005,0.00662,4.42
hilbert-rp2-s3-b30,6,32,0,0.0185,0.0041,0.00785,0.00775,0.00975,0.0115,6.16
hilbert-rp2-s3-b30,6,64,0,0.035,0.0055,0.01562,0.0155,0.01812,0.02225,8.24
hilbert-rp2-s3-b30,6,40,1,0.0115,0.0033,0.005,0.005,0.005,0.005,6.35
hilbert-rp2-s3-b30,6,80,1,0.0215,0.0043,0.01,0.01,0.01,0.01,9.93
hilbert-rp2-s3-b30,6,160,1,0.041,0.0057,0.02,0.02,0.02,0.02,17.12
hilbert-rp2-s3-b30,6,400,1,0.1065,0.0086,0.05,0.05,0.05,0.05,35.65
hilbert-rp2-s3-b30,7,1,0,0.0005,0.0005,7e-05,0.0,0.00025,0.00038,1.0
hilbert-rp2-s3-b30,7,2,0,0.0005,0.0005,0.00012,0.00013,0.00038,0.0005,1.49
hilbert-rp2-s3-b30,7,4,0,0.001,0.0007,0.00024,0.00025,0.0005,0.001,2.15
hilbert-rp2-s3-b30,7,8,0,0.0025,0.0013,0.00046,0.0005,0.00088,0.00125,2.96
hilbert-rp2-s3-b30,7,16,0,0.0045,0.0019,0.00094,0.00088,0.0015,0.002,4.49
hilbert-rp2-s3-b30,7,32,0,0.0055,0.002,0.00189,0.00187,0.00275,0.00313,6.21
hilbert-rp2-s3-b30,7,64,0,0.009,0.0031,0.00387,0.00375,0.00513,0.00637,8.95
hilbert-rp2-s3-b30,7,40,1,0.0105,0.0029,0.005,0.005,0.005,0.005,21.52
hilbert-rp2-s3-b30,7,80,1,0.0215,0.0045,0.01,0.01,0.01,0.01,41.53
hilbert-rp2-s3-b30,7,160,1,0.033,0.0053,0.01559,0.0155,0.01812,0.02,63.55
hilbert-rp2-s3-b30,7,400,1,0.033,0.0053,0.01561,0.0155,0.01812,0.02287,63.6
hilbert-rp2-s3-b30,8,1,0,0.0005,0.0005,2e-05,0.0,0.00013,0.00025,1.0
hilbert-rp2-s3-b30,8,2,0,0.0005,0.0005,3e-05,0.0,0.00013,0.00038,1.47
hilbert-rp2-s3-b30,8,4,0,0.0005,0.0005,6e-05,0.0,0.00025,0.0005,2.11
hilbert-rp2-s3-b30,8,8,0,0.0005,0.0005,0.00013,0.00013,0.00038,0.0005,2.98
hilbert-rp2-s3-b30,8,16,0,0.001,0.0007,0.00024,0.00025,0.0005,0.00075,4.47
hilbert-rp2-s3-b30,8,32,0,0.002,0.0012,0.00047,0.00044,0.00088,0.00125,6.17
hilbert-rp2-s3-b30,8,64,0,0.004,0.0019,0.00094,0.00094,0.00162,0.002,9.08
hilbert-rp2-s3-b30,8,40,1,0.0085,0.0027,0.00387,0.00387,0.005,0.005,26.22
hilbert-rp2-s3-b30,8,80,1,0.0085,0.0027,0.0039,0.00387,0.00513,0.00675,26.4
hilbert-rp2-s3-b30,8,160,1,0.0085,0.0027,0.0039,0.00387,0.00513,0.00675,26.4
hilbert-rp2-s3-b30,8,400,1,0.0085,0.0027,0.0039,0.00387,0.00513,0.00675,26.4
hilbert-rp2-s3-b30,10,1,0,0.0005,0.0005,0.0,0.0,0.0,0.00013,1.0
hilbert-rp2-s3-b30,10,2,0,0.0005,0.0005,0.0,0.0,0.0,0.00013,1.48
hilbert-rp2-s3-b30,10,4,0,0.0005,0.0005,1e-05,0.0,0.0,0.00025,2.12
hilbert-rp2-s3-b30,10,8,0,0.0005,0.0005,1e-05,0.0,0.00013,0.00038,2.93
hilbert-rp2-s3-b30,10,16,0,0.0005,0.0005,2e-05,0.0,0.00013,0.00038,4.7
hilbert-rp2-s3-b30,10,32,0,0.0005,0.0005,3e-05,0.0,0.00013,0.00038,6.36
hilbert-rp2-s3-b30,10,64,0,0.0005,0.0005,6e-05,0.0,0.00025,0.0005,9.12
hilbert-rp2-s3-b30,10,40,1,0.0015,0.0009,0.00024,0.00025,0.00051,0.00075,1.9
hilbert-rp2-s3-b30,10,80,1,0.0015,0.0009,0.00024,0.00025,0.00051,0.00075,1.9
hilbert-rp2-s3-b30,10,160,1,0.0015,0.0009,0.00024,0.00025,0.00051,0.00075,1.9
hilbert-rp2-s3-b30,10,400,1,0.0015,0.0009,0.00024,0.00025,0.00051,0.00075,1.9
hilbert-rp2-s4-b30,2,1,0,0.122,0.0089,0.06243,0.06275,0.06938,0.07462,1.0
hilbert-rp2-s4-b30,2,2,0,0.247,0.0135,0.12556,0.12525,0.1385,0.1385,1.29
hilbert-rp2-s4-b30,2,4,0,0.4445,0.0161,0.25071,0.25062,0.26375,0.26512,1.54
hilbert-rp2-s4-b30,2,8,0,0.7125,0.0156,0.50088,0.5025,0.51175,0.512,2.08
hilbert-rp2-s4-b30,2,16,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-rp2-s4-b30,2,32,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-rp2-s4-b30,2,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-rp2-s4-b30,2,40,1,0.0105,0.0023,0.005,0.005,0.005,0.005,1.0
hilbert-rp2-s4-b30,2,80,1,0.0235,0.0038,0.01,0.01,0.01,0.01,1.0
hilbert-rp2-s4-b30,2,160,1,0.043,0.0056,0.02,0.02,0.02,0.02,1.0
hilbert-rp2-s4-b30,2,400,1,0.1035,0.0085,0.05,0.05,0.05,0.05,1.0
hilbert-rp2-s4-b30,3,1,0,0.035,0.0048,0.01561,0.01562,0.018,0.02025,1.0
hilbert-rp2-s4-b30,3,2,0,0.0675,0.0072,0.03121,0.0315,0.03513,0.03938,1.46
hilbert-rp2-s4-b30,3,4,0,0.132,0.0097,0.06246,0.06281,0.06938,0.07462,1.93
hilbert-rp2-s4-b30,3,8,0,0.245,0.0124,0.12528,0.12575,0.13628,0.13862,2.46
hilbert-rp2-s4-b30,3,16,0,0.454,0.0158,0.25072,0.24969,0.26562,0.267,3.22
hilbert-rp2-s4-b30,3,32,0,0.72,0.0152,0.49938,0.50044,0.51,0.51187,4.12
hilbert-rp2-s4-b30,3,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-rp2-s4-b30,3,40,1,0.0095,0.0023,0.005,0.005,0.005,0.005,1.0
hilbert-rp2-s4-b30,3,80,1,0.0235,0.004,0.01,0.01,0.01,0.01,1.0
hilbert-rp2-s4-b30,3,160,1,0.044,0.0054,0.02,0.02,0.02,0.02,1.46
hilbert-rp2-s4-b30,3,400,1,0.1065,0.009,0.05,0.05,0.05,0.05,1.94
hilbert-rp2-s4-b30,4,1,0,0.013,0.0027,0.00392,0.004,0.00513,0.00588,1.0
hilbert-rp2-s4-b30,4,2,0,0.021,0.0034,0.0078,0.00775,0.00951,0.011,1.47
hilbert-rp2-s4-b30,4,4,0,0.036,0.0048,0.01561,0.01537,0.0185,0.02025,2.01
hilbert-rp2-s4-b30,4,8,0,0.067,0.0069,0.03122,0.03112,0.03513,0.03938,2.8
hilbert-rp2-s4-b30,4,16,0,0.13,0.0096,0.06251,0.06281,0.06839,0.07525,3.98
hilbert-rp2-s4-b30,4,32,0,0.2445,0.0128,0.12544,0.12581,0.13613,0.1375,5.29
hilbert-rp2-s4-b30,4,64,0,0.4495,0.0159,0.25069,0.24981,0.26462,0.26587,6.29
hilbert-rp2-s4-b30,4,40,1,0.0155,0.0031,0.005,0.005,0.005,0.005,1.45
hilbert-rp2-s4-b30,4,80,1,0.027,0.0041,0.01,0.01,0.01,0.01,1.9
hilbert-rp2-s4-b30,4,160,1,0.046,0.0055,0.02,0.02,0.02,0.02,2.52
hilbert-rp2-s4-b30,4,400,1,0.1045,0.0085,0.05,0.05,0.05,0.05,3.79
hilbert-rp2-s4-b30,5,1,0,0.0055,0.0016,0.001,0.001,0.00151,0.002,1.0
hilbert-rp2-s4-b30,5,2,0,0.008,0.0019,0.00198,0.002,0.00287,0.00387,1.43
hilbert-rp2-s4-b30,5,4,0,0.0125,0.0025,0.00395,0.00387,0.00513,0.00625,2.12
hilbert-rp2-s4-b30,5,8,0,0.0235,0.0037,0.00784,0.00775,0.00975,0.01112,2.83
hilbert-rp2-s4-b30,5,16,0,0.0415,0.005,0.01569,0.01562,0.01862,0.02088,4.31
hilbert-rp2-s4-b30,5,32,0,0.0675,0.0067,0.03119,0.031,0.03537,0.03837,5.78
hilbert-rp2-s4-b30,5,64,0,0.1295,0.0095,0.06247,0.06269,0.06889,0.0745,7.88
hilbert-rp2-s4-b30,5,40,1,0.017,0.003,0.005,0.005,0.005,0.005,2.57
hilbert-rp2-s4-b30,5,80,1,0.028,0.0042,0.01,0.01,0.01,0.01,3.55
hilbert-rp2-s4-b30,5,160,1,0.0475,0.0056,0.02,0.02,0.02,0.02,4.8
hilbert-rp2-s4-b30,5,400,1,0.103,0.0084,0.05,0.05,0.05,0.05,7.22
hilbert-rp2-s4-b30,6,1,0,0.002,0.001,0.00026,0.00025,0.0005,0.00075,1.0
hilbert-rp2-s4-b30,6,2,0,0.003,0.0012,0.0005,0.0005,0.00088,0.00137,1.48
hilbert-rp2-s4-b30,6,4,0,0.005,0.0015,0.00101,0.001,0.00175,0.00225,2.18
hilbert-rp2-s4-b30,6,8,0,0.007,0.0018,0.00201,0.002,0.00287,0.00387,2.96
hilbert-rp2-s4-b30,6,16,0,0.011,0.0024,0.00397,0.00387,0.00537,0.00637,4.38
hilbert-rp2-s4-b30,6,32,0,0.022,0.0035,0.00792,0.00775,0.00988,0.01112,6.07
hilbert-rp2-s4-b30,6,64,0,0.0405,0.0049,0.0157,0.01562,0.0185,0.02075,8.49
hilbert-rp2-s4-b30,6,40,1,0.0155,0.0029,0.005,0.005,0.005,0.005,6.3
hilbert-rp2-s4-b30,6,80,1,0.0285,0.0041,0.01,0.01,0.01,0.01,10.19
hilbert-rp2-s4-b30,6,160,1,0.0495,0.0056,0.02,0.02,0.02,0.02,17.25
hilbert-rp2-s4-b30,6,400,1,0.108,0.0086,0.05,0.05,0.05,0.05,36.17
hilbert-rp2-s4-b30,7,1,0,0.001,0.0007,6e-05,0.0,0.00025,0.00038,1.0
hilbert-rp2-s4-b30,7,2,0,0.001,0.0007,0.00012,0.00013,0.00038,0.00063,1.43
hilbert-rp2-s4-b30,7,4,0,0.0025,0.0011,0.00025,0.00025,0.00063,0.00075,2.0
hilbert-rp2-s4-b30,7,8,0,0.0035,0.0013,0.00051,0.0005,0.001,0.00125,2.92
hilbert-rp2-s4-b30,7,16,0,0.0045,0.0015,0.00099,0.001,0.00162,0.002,4.39
hilbert-rp2-s4-b30,7,32,0,0.008,0.0019,0.002,0.002,0.00276,0.00375,6.04
hilbert-rp2-s4-b30,7,64,0,0.0105,0.0024,0.00397,0.00387,0.00526,0.006,8.48
hilbert-rp2-s4-b30,7,40,1,0.016,0.003,0.005,0.005,0.005,0.005,21.52
hilbert-rp2-s4-b30,7,80,1,0.029,0.0041,0.01,0.01,0.01,0.01,41.65
hilbert-rp2-s4-b30,7,160,1,0.0395,0.0049,0.01573,0.01562,0.01839,0.02,63.97
hilbert-rp2-s4-b30,7,400,1,0.0395,0.0049,0.01574,0.01562,0.01839,0.02075,63.99
hilbert-rp2-s4-b30,8,1,0,0.0005,0.0005,1e-05,0.0,0.00013,0.00025,1.0
hilbert-rp2-s4-b30,8,2,0,0.0005,0.0005,3e-05,0.0,0.00013,0.00038,1.52
hilbert-rp2-s4-b30,8,4,0,0.001,0.0007,6e-05,0.0,0.00025,0.0005,2.29
hilbert-rp2-s4-b30,8,8,0,0.0015,0.0009,0.00012,0.00013,0.00038,0.0005,3.07
hilbert-rp2-s4-b30,8,16,0,0.002,0.001,0.00024,0.00025,0.00051,0.00075,4.32
hilbert-rp2-s4-b30,8,32,0,0.004,0.0014,0.0005,0.0005,0.00088,0.00137,6.37
hilbert-rp2-s4-b30,8,64,0,0.005,0.0015,0.001,0.001,0.00162,0.002,8.87
hilbert-rp2-s4-b30,8,40,1,0.0105,0.0023,0.00393,0.00387,0.005,0.005,26.6
hilbert-rp2-s4-b30,8,80,1,0.0105,0.0023,0.00397,0.00387,0.00525,0.00637,26.81
hilbert-rp2-s4-b30,8,160,1,0.0105,0.0023,0.00397,0.00387,0.00525,0.00637,26.81
hilbert-rp2-s4-b30,8,400,1,0.0105,0.0023,0.00397,0.00387,0.00525,0.00637,26.81
hilbert-rp2-s4-b30,10,1,0,0.0005,0.0005,0.0,0.0,0.0,0.00013,1.0
hilbert-rp2-s4-b30,10,2,0,0.0005,0.0005,0.0,0.0,0.0,0.00013,1.53
hilbert-rp2-s4-b30,10,4,0,0.0005,0.0005,0.0,0.0,0.0,0.00013,2.2
hilbert-rp2-s4-b30,10,8,0,0.0005,0.0005,1e-05,0.0,0.00013,0.00025,2.94
hilbert-rp2-s4-b30,10,16,0,0.0005,0.0005,1e-05,0.0,0.00013,0.00025,4.45
hilbert-rp2-s4-b30,10,32,0,0.0005,0.0005,2e-05,0.0,0.00013,0.00025,6.38
hilbert-rp2-s4-b30,10,64,0,0.001,0.0007,6e-05,0.0,0.00025,0.0005,8.94
hilbert-rp2-s4-b30,10,40,1,0.0015,0.0009,0.00025,0.00025,0.00063,0.00088,1.98
hilbert-rp2-s4-b30,10,80,1,0.0015,0.0009,0.00025,0.00025,0.00063,0.00088,1.98
hilbert-rp2-s4-b30,10,160,1,0.0015,0.0009,0.00025,0.00025,0.00063,0.00088,1.98
hilbert-rp2-s4-b30,10,400,1,0.0015,0.0009,0.00025,0.00025,0.00063,0.00088,1.98
hilbert-pca2-b30-minmax,2,1,0,0.5435,0.0195,0.1818,0.24063,0.31075,0.31075,1.0
hilbert-pca2-b30-minmax,2,2,0,0.81,0.0151,0.31794,0.3275,0.55137,0.55137,1.44
hilbert-pca2-b30-minmax,2,4,0,0.9575,0.0064,0.46965,0.4735,0.64575,0.73137,1.89
hilbert-pca2-b30-minmax,2,8,0,0.995,0.0017,0.75493,0.79937,0.84988,0.84988,2.83
hilbert-pca2-b30-minmax,2,16,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-pca2-b30-minmax,2,32,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-pca2-b30-minmax,2,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-pca2-b30-minmax,2,40,1,0.038,0.006,0.005,0.005,0.005,0.005,1.0
hilbert-pca2-b30-minmax,2,80,1,0.0565,0.0076,0.01,0.01,0.01,0.01,1.0
hilbert-pca2-b30-minmax,2,160,1,0.1125,0.011,0.02,0.02,0.02,0.02,1.01
hilbert-pca2-b30-minmax,2,400,1,0.234,0.0182,0.05,0.05,0.05,0.05,1.04
hilbert-pca2-b30-minmax,3,1,0,0.273,0.015,0.05682,0.06388,0.0975,0.0975,1.0
hilbert-pca2-b30-minmax,3,2,0,0.4735,0.0177,0.1061,0.11306,0.17638,0.17638,1.49
hilbert-pca2-b30-minmax,3,4,0,0.7065,0.0149,0.19103,0.21538,0.31075,0.31075,2.12
hilbert-pca2-b30-minmax,3,8,0,0.8935,0.0107,0.30872,0.34519,0.43835,0.45325,2.83
hilbert-pca2-b30-minmax,3,16,0,0.9805,0.0039,0.48217,0.4905,0.64714,0.74025,3.91
hilbert-pca2-b30-minmax,3,32,0,0.998,0.001,0.76005,0.77881,0.8995,0.93588,4.7
hilbert-pca2-b30-minmax,3,64,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
hilbert-pca2-b30-minmax,3,40,1,0.038,0.0052,0.005,0.005,0.005,0.005,1.0
hilbert-pca2-b30-minmax,3,80,1,0.073,0.0074,0.01,0.01,0.01,0.01,1.02
hilbert-pca2-b30-minmax,3,160,1,0.1365,0.0104,0.02,0.02,0.02,0.02,1.07
hilbert-pca2-b30-minmax,3,400,1,0.2915,0.0169,0.05,0.05,0.05,0.05,1.3
hilbert-pca2-b30-minmax,4,1,0,0.093,0.0079,0.01628,0.01613,0.03064,0.03375,1.0
hilbert-pca2-b30-minmax,4,2,0,0.1785,0.0106,0.0318,0.03238,0.0598,0.06475,1.43
hilbert-pca2-b30-minmax,4,4,0,0.309,0.0148,0.06136,0.06131,0.10988,0.12187,2.08
hilbert-pca2-b30-minmax,4,8,0,0.5145,0.0172,0.11353,0.11825,0.19178,0.20825,2.92
hilbert-pca2-b30-minmax,4,16,0,0.7415,0.014,0.19537,0.20631,0.30012,0.33413,4.45
hilbert-pca2-b30-minmax,4,32,0,0.9195,0.0082,0.31876,0.34625,0.44574,0.46337,6.03
hilbert-pca2-b30-minmax,4,64,0,0.983,0.0034,0.48771,0.4935,0.66717,0.69588,7.58
hilbert-pca2-b30-minmax,4,40,1,0.0395,0.0049,0.005,0.005,0.005,0.005,1.06
hilbert-pca2-b30-minmax,4,80,1,0.0795,0.008,0.01,0.01,0.01,0.01,1.2
hilbert-pca2-b30-minmax,4,160,1,0.1475,0.0112,0.02,0.02,0.02,0.02,1.5
hilbert-pca2-b30-minmax,4,400,1,0.326,0.0177,0.05,0.05,0.05,0.05,2.37
hilbert-pca2-b30-minmax,5,1,0,0.029,0.0038,0.00427,0.00394,0.0085,0.01013,1.0
hilbert-pca2-b30-minmax,5,2,0,0.0515,0.0055,0.00839,0.00781,0.01626,0.01937,1.46
